,Reviewer Name,Review Title,Review Text,Reviewed Date,Review Rating
691,Sankha,A truly smart phone with great battery backup and stunning camera quality,"Awesome experience with this Samsung galaxy M30,camera quality is superb,wide angle display feature is excellent,experiencing infinity V super amoled display for the first time,great battery backup of 5000mah.I couldn't drained the full battery till today after using my phone to the ultimate multitasking level by playing PUBG,surfing Facebook,watching movies on YouTube hour after hour.Best part is charge your phone fully and then try to drain your battery in all the ways still you won't be able to do so...that's a challenge.",18 June 2019,5
692,Prem pal,Amaing battery and camera,The battery life is amazingliy great ... I love phone which has amazing battery and when I saw that m30 has 5000 mah battery without a second thought I purchased ... I also took the #daretodrain challlenge but I couldn't drain more than 20 % ... I have recommended many frnds this phone ... camera is also amazing I am a youtube and shooting everything from this phone ... The photos and videos are just fab ... Also I had trust only on samsung ... my last fone was galaxynote 5 still Ican swear by on samsung ... keep it up ...,18 June 2019,5
693,SUDHEER K.,Not the best phone just an average performance all together,"Camera quality is not good. If you are looking for good camera then don’t go for this phone.

Display I expected to be very good but I am disappointed with its display quality

Some issue with proximity sensor. You can google it on this

I haven’t played any high end games on this so can’t comment on speed performance.

Overall it’s an average phone, not the best phone.

If you need just smart phone with good memory and battery then go for it else you have many other options",15 May 2019,3
694,shinjanv,System too slow with lesser applications installed,"Finger print works very slow, face recognition works too slow, system is very slow when compared to the previous phone which I was using Redmi note 4. Too many apps missing like inbuilt scanner, inbuilt applock, screenshot option, brightness automatically doesn't work properly, Even the phone calling options is too slow, while disconnecting also very slow. Feeling pathetic to change my phone. Only good feature liked was camera.",17 April 2019,3
695,Santosh,Heating issue while on calls,The only problem i see is heating. It gets heated even for a basic use i.e. is on calls. 15 mins in call and the phone upperside will heat up so badly that it will be difficult to continue using the phone. Its so damn uncomfortable and dangerous. This appears to be a flaw in the handset which Samsung doesnt agree to. I am trying to return my phone but its just too difficult for us to make these big companies realise that even Indians expect quality product. Its high time they start doing this.,18 April 2019,3
696,Mahadevan,You won't regret this purchase,"I would buy this phone over and over the redmi note 7 pro because of its cool feautures
Pubg runs pretty well. Face recognition is okay but a littile slow at night. Fingerprint reader is not good. The design of the body is really great. You won't feel that it is a plastic body. I would recommend a case and tempered glass protector. The sAmoled display is really great and is must for people like me who watch a lot of videos on their phones. The ultrawide really came in handy. The primary camera is omay but not that great under bad lighting.",11 April 2019,5
697,Parth Patel,Product Review,Awesome product. Camera is too good. NYC look and design,15 March 2019,5
698,ALOK_SHARMA,Lovely phone,"The screen is great and has a great picture quality to view videos and for games. Camera gives you a soft feel and takes amazing photographs.
With the wide angle mode available in the new Samsung M30 my reach as a photographer got elevated.
Now I can easily shoot an action camera equivalent videos with a greater ease of device handling ability.
And the long battery is great too, don't have to charge for the entire day which Im sure is a problem that most of my college friends face. Talking about one of my favourite game - PUBG runs so smooth, I've beaten so many friends and I'm sure my rank will go up each day, I feel I'm on cloud nine.",14 March 2019,5
699,JERWINMADTHA,One of the best phone ever,"When i heard that samsung was launching a budget phone, I got very excited about it. When i researched about the phone, I got to know the features phone which is mind blowing. The quality of the phone is premium. The battery life is top noch. With a battery of 5000 maH charge, it will get you through the day and still have charge left for a lot of gaming. The processor of the phone backs the gamer in you. It is very fast processor which makes your gaming experience smoother and very better. The camera and the display of the phone has no review at all because it is the best in the market. The phone can handle any stress. It feels like a premium phone.",12 March 2019,5
700,vasu sharma,😡,"I didn't like it al..there is no slow motion and time lapse option in video recording. Even they don't give you app lock option in setting like other samsung phones gives you lock and mask option to lock your apps. They don't give you a secure folder options too.
In this samsung m30....company only concentrate on camera....forget abot other functions.",15 March 2019,3
